vera_jid,facility_uid,facility_name,year,rated_capacity
05123001,04CNT06206206100,St. Francis Co. Jail,2013,85.0
05125002,04CNT06306306100,Saline Co. Det. Fac.,2013,222.0
05127001,04CNT06406406100,SCOTT COUNTY DETENTION CENTER,2017,70.0
05129002,04CNT06506506100,Searcy Co. Jail,2013,21.0
05131001,04CNT06606606000,SEBASTIAN COUNTY ADULT DETENTION CENTER,2006,266.0
05131001,04CNT06606606100,,2018,356.0
05133001,04CNT06706706000,SEVIER COUNTY,1998,23.0
05133001,04CNT06706706100,Sevier Co. Jail,2013,74.0
05135001,04CNT06806806100,Sharp Co. Det. Ctr.,2013,28.0
05137001,04CNT06906906100,Stone Co. Det. Fac.,2013,34.0
05139002,04CNT07007006000,UNION COUNTY,2004,193.0
05139002,04CNT07007006100,UNION COUNTY CRIMINAL JUSTICE FACILITY,2006,
05139002,04CNT07007006200,UNION COUNTY JAIL,1991,43.0
05141001,04CNT07107106100,Van Buren Co. Det. Ctr.,2013,54.0
05143003,04CNT07207206000,WASHINGTON COUNTY DETENTION CENTER,2006,710.0
05143003,04CNT07207206100,,2018,710.0
05145001,04CNT07307306100,,1978,59.0
05145001,04CNT07307306200,,2018,380.0
05147001,04CNT07407406000,WOODRUFF COUNTY,1998,24.0
05147001,04CNT07407406100,Woodruff Co. Jail,2013,25.0
05149001,04CNT07507506000,Yell Co. Jail - Danville,2013,26.0
05149001,04CNT07507506100,,1978,11.0
05149001,04CNT07507506200,YELL COUNTY JAIL,1993,22.0
05149001,04CNT07507506300,YELL CO JAIL,1988,10.0
05001002,04MUN00100506100,STUTTGART CITY JAIL,1993,16.0
05003003,04MUN00200106100,Crossett City Jail,2013,24.0
05003001,04MUN00200306100,,1970,24.0
05007001,04MUN00400106100,,1970,25.0
05007002,04MUN00401006100,,1970,5.0
05007004,04MUN00401106100,SILOAM SPRINGS CITY JAIL,2006,
05009001,04MUN00500306100,,1970,7.0
05011002,04MUN00600306100,,1978,10.0
05011002,04MUN00600306200,WARREN CITY JAIL,2006,
05017001,04MUN00900106100,,1970,24.0
05017003,04MUN00900306100,Lake Village City Jail,2013,22.0
05021001,04MUN01100106100,,1970,10.0
05027001,04MUN01400506100,,1970,4.0
05029001,04MUN01500106100,CITY JAIL,1988,12.0
05035002,04MUN01800806000,,1987,30.0
05035002,04MUN01800806100,WEST MEMPHIS JAIL,1993,31.0
05037001,04MUN01900306100,,1970,6.0
05037002,04MUN01900406100,,1978,7.0
05041002,04MUN02100206100,Dumas City Jail,2013,42.0
05043001,04MUN02200106100,,1970,8.0
05051001,04MUN02600106100,,1983,58.0
05063001,04MUN03200106100,,1970,36.0
05067001,04MUN03400406100,,1978,23.0
05069001,04MUN03500306100,CITY JAIL,1988,42.0
05075001,04MUN03800406100,,1970,4.0
05075002,04MUN03801006100,,1983,3.0
05077002,04MUN03900206100,Marianna City Jail,2013,22.0
05079001,04MUN04000106100,,1970,10.0
05083002,04MUN04200206100,CITY JAIL,1988,8.0
05083001,04MUN04200406100,,1970,4.0
05085002,04MUN04300206000,CABOT CITY JAIL,2006,7.0
05085002,04MUN04300206100,CABOT CITY JAIL,2014,7.0
05091001,04MUN04600306100,,1978,52.0
05093001,04MUN04700106100,BLYTHEVILLE CITY JAIL,1999,11.0
05093003,04MUN04700806100,Osceola City Jail,2013,56.0
05095002,04MUN04800106000,BRINKLEY CITY JAIL,2006,12.0
05095002,04MUN04800106100,BRINKLEY CITY JAIL,2014,12.0
05107002,04MUN05400206100,CITY JAIL,1988,50.0
05107001,04MUN05400406100,,1983,18.0
05119004,04MUN06000306100,JACKSONVILLE CITY JAIL,1993,18.0
05119001,04MUN06000406000,,1987,122.0
05119001,04MUN06000406100,LITTLE ROCK CITY JAIL,1993,82.0
05119002,04MUN06000506100,NORTH LITTLE ROCK CITY JAIL,1993,126.0
05119005,04MUN06040106100,MAUMELLE CITY JAIL,1999,12.0
05121002,04MUN06100406100,POCAHONTAS CITY JAIL,1999,17.0
05125001,04MUN06300106100,,1978,12.0
05127002,04MUN06400206100,,1983,9.0
05129001,04MUN06500206100,,1970,4.0
05139001,04MUN07000206100,CITY JAIL,1988,23.0
05143001,04MUN07200306100,FAYETTEVILLE CITY JAIL,1999,36.0
05143002,04MUN07200706000,WASHINGTON COUNTY,1998,12.0
05143002,04MUN07200706100,Springdale City Jail,2013,36.0
06001002,05CNT00100106000,,2018,4716.0
06001002,05CNT00100106100,ALAMEDA COUNTY SANTA RITA JAIL,1993,2845.0
06001002,05CNT00100106200,ALAMEDA COUNTY JAIL - NORTH,1993,589.0
06001002,05CNT00100106300,ALAMEDA CO MALE WORK,1991,189.0
06001002,05CNT00100106400,CO FEMALE WORK FURLOUGH HOUSE,1988,20.0
06001002,05CNT00100109000,ALAMEDA COUNTY,1993,
06005001,05CNT00300306100,,2018,78.0
06007002,05CNT00400406000,BUTTE COUNTY JAIL,2006,614.0
06007002,05CNT00400406100,,2018,614.0
06007002,05CNT00400406200,BUTTE COUNTY JAIL,1991,96.0
06009001,05CNT00500506000,CALAVERAS COUNTY JAIL,2006,65.0
06009001,05CNT00500506100,,2018,80.0
06011001,05CNT00600606000,COLUSA COUNTY,1998,98.0
06011001,05CNT00600606100,,2018,92.0
06013002,05CNT00700706000,,2018,1979.0
06013002,05CNT00700706100,,1978,150.0
06013002,05CNT00700706120,,1970,160.0
06013002,05CNT00700706130,,1970,244.0
06013002,05CNT00700706300,CONTRA COSTA CO SHERIFF'S,1993,384.0
06013002,05CNT00700706400,CONTRA COSTA CO WORK FURLOUGH,1991,140.0
06013002,05CNT00700706500,CONTRA COSTA COUNTY,1993,386.0
06013002,05CNT00700706600,WEST CONTRA COSTA CO DET FAC,1993,800.0
06013002,05CNT00700709000,CONTRA COSTA COUNTY,1993,
06015001,05CNT00800806000,DEL NORTE COUNTY,2004,145.0
06015001,05CNT00800806100,,2018,105.0
06017001,05CNT00900906000,,2018,461.0
06017001,05CNT00900906100,EL DORADO COUNTY JAIL,1993,243.0
06017001,05CNT00900906200,EL DORADO COUNTY,1993,104.0
06017001,05CNT00900909000,EL DORADO COUNTY,1993,
06019005,05CNT01001006000,,2018,3291.0
06019005,05CNT01001006100,FRESNO COUNTY MAIN JAIL,1993,2171.0
06019005,05CNT01001006200,1E+32,1993,389.0
06019005,05CNT01001006300,FRESNO COUNTY SATTELITE JAIL,1993,84.0
06019005,05CNT01001009000,FRESNO COUNTY,1993,
06021001,05CNT01101106000,,1987,55.0
06021001,05CNT01101106100,,2018,144.0
06023001,05CNT01201206000,HUMBOLDT COUNTY JAIL,2006,411.0
06023001,05CNT01201206100,,2018,421.0
06025005,05CNT01301306000,IMPERIAL COUNTY SHERIFF'S OFFICE,2017,602.0
06025005,05CNT01301306100,IMPERIAL COUNTY MAIN JAIL,1993,280.0
06025005,05CNT01301306200,IMPERIAL CO MIN SEC FAC,1993,396.0
06025005,05CNT01301309000,IMPERIAL COUNTY,1993,
06027002,05CNT01401406000,INYO COUNTY JAIL,2006,96.0
06027002,05CNT01401406100,,2018,96.0
06029002,05CNT01501506000,,2018,3633.0
06029002,05CNT01501506300,KERN COUNTY SHERIFFS DEPT,1991,292.0
06029002,05CNT01501506400,KERN CO LERDO MIN SEC FACILITY,1993,800.0
06029002,05CNT01501506500,LERDO MAX MED FACILITY,1993,364.0
06029002,05CNT01501506600,KERN CO LERDO PRE TRIAL FACILITY,1993,1232.0
06029002,05CNT01501509000,KERN COUNTY,1993,
06031001,05CNT01601606000,,2018,637.0
06031001,05CNT01601606100,KINGS COUNTY JAIL,1993,182.0
06031001,05CNT01601606200,KINGS COUNTY BRANCH JAIL,1993,128.0
06031001,05CNT01601606300,KINGS CO WORK FURLOUGH CENTER,1991,58.0
06031001,05CNT01601609000,KINGS COUNTY,1993,
06033001,05CNT01701706000,LAKE COUNTY HILL ROAD CORRECTIONAL FACILITY,2006,279.0
06033001,05CNT01701706100,LAKE CO JAIL - MAIN FACILITY,1993,72.0
06033001,05CNT01701706200,,2018,286.0
06033001,05CNT01701709000,LAKE COUNTY,1993,
06035001,05CNT01801806100,,2018,188.0
06037014,05CNT01901906000,,2018,20864.0
06037014,05CNT01901906100,LOS ANGELES CO BISCAILUZ CENTER,1993,1248.0
06037014,05CNT01901906110,,1978,90.0
06037014,05CNT01901906120,,1978,90.0
06037014,05CNT01901906140,,1970,800.0
06037014,05CNT01901906150,,1970,3471.0
06037014,05CNT01901906160,,1970,495.0
06037014,05CNT01901906170,,1970,979.0
06037014,05CNT01901906180,,1970,1485.0
06037014,05CNT01901906200,LOS ANGELES COUNTY NORTH COUNTY,1993,2064.0
06037014,05CNT01901906230,,1970,90.0
06037014,05CNT01901906240,,1970,110.0
06037014,05CNT01901906250,,1970,90.0
06037014,05CNT01901906260,,1970,108.0
06037014,05CNT01901906270,,1970,90.0
06037014,05CNT01901906280,,1970,90.0
06037014,05CNT01901906290,,1970,90.0
06037014,05CNT01901906300,LOS ANGELES CO HALL OF JUSTICE,1991,1226.0
06037014,05CNT01901906400,LOS ANGELES CO MENS CENTRAL JAIL,1993,5276.0
06037014,05CNT01901906500,LOS ANGELES COUNTY PITCHESS,1993,1240.0
06037014,05CNT01901906600,LOS ANGELES COUNTY SYBIL,1993,910.0
06037014,05CNT01901906700,LOS ANGELES COUNTY PITCHESS,1993,954.0
06037014,05CNT01901906800,1E+32,1993,1032.0
06037014,05CNT01901906900,LOS ANGELES CO PITCHESS HONOR,1993,1648.0
06037014,05CNT01901909000,LOS ANGELES COUNTY,1993,
06039001,05CNT02002006000,MADERA COUNTY,2004,316.0
06039001,05CNT02002006100,,2018,564.0
06041001,05CNT02102106000,MARIN COUNTY JAIL,2006,376.0
06041001,05CNT02102106100,,2018,376.0
06041001,05CNT02102106200,MARIN COUNTY JAIL,1993,199.0
06041001,05CNT02102109000,MARIN COUNTY,1993,
06043001,05CNT02202206000,MARIPOSA COUNTY JAIL,2006,58.0
06043001,05CNT02202206100,,2018,58.0
06045002,05CNT02302306000,MENDOCINO COUNTY JAIL,2006,295.0
06045002,05CNT02302306100,,2018,301.0
06045002,05CNT02302306200,MENDOCINO COUNTY JAIL,1988,114.0
06047002,05CNT02402406000,,2018,753.0
06047002,05CNT02402406100,MERCED COUNTY BRANCH JAIL,1993,438.0
06047002,05CNT02402406200,MERCED COUNTY MAIN JAIL,1993,182.0
06047002,05CNT02402409000,MERCED COUNTY,1993,
06049001,05CNT02502506000,MODOC COUNTY,2004,74.0
06049001,05CNT02502506100,,1978,27.0
06049001,05CNT02502506200,,2018,43.0
06051001,05CNT02602606000,,1987,24.0
06051001,05CNT02602606100,,2018,48.0
06053002,05CNT02702706000,MONTEREY COUNTY JAIL,2006,813.0
06053002,05CNT02702706100,,2018,825.0
06053002,05CNT02702706200,MONTEREY CO REHAB. CENTER,1993,250.0
06053002,05CNT02702706300,,1970,192.0
06053002,05CNT02702706400,,1970,186.0
06053002,05CNT02702709000,MONTEREY COUNTY,1993,
06055001,05CNT02802806000,NAPA COUNTY JAIL,2006,264.0
06055001,05CNT02802806010,NAPA COUNTY DEPARTMENT OF CORRECTIONS,2017,264.0
06055001,05CNT02802806100,,1978,63.0
06057001,05CNT02902906000,NEVADA COUNTY,2004,230.0
06057001,05CNT02902906100,NEVADA COUNTY JAIL,1988,63.0
06057001,05CNT02902906200,NEVADA CO DETENTION CENTER,1988,48.0
06057001,05CNT02902906300,,2018,283.0
06059008,05CNT03003006000,,2018,5093.0
06059008,05CNT03003006100,ORANGE COUNTY JAILS -,1993,1868.0
06059008,05CNT03003006200,ORANGE CO THEO LACY FACILITY,1993,830.0
06059008,05CNT03003006300,ORANGE CO J.A. MUSICK FACILITY,1993,1256.0
06059008,05CNT03003009000,ORANGE COUNTY,1993,
06061001,05CNT03103106000,PLACER COUNTY SHERIFF'S OFFICE,2017,806.0
06061001,05CNT03103106100,PLACER COUNTY JAIL,1993,158.0
06061001,05CNT03103106200,PLACER CO MINIMUM SECURITY JAIL,1993,156.0
06061001,05CNT03103109000,PLACER COUNTY,1993,
06063001,05CNT03203206000,,1987,33.0
06063001,05CNT03203206100,,2018,67.0
06065004,05CNT03303306000,,2018,3629.0
06065004,05CNT03303306100,RIVERSIDE COUNTY BANNING,1993,386.0
06065004,05CNT03303306200,RIVERSIDE COUNTY ROBERT PRESLEY,1993,797.0
06065004,05CNT03303306300,RIVERSIDE COUNTY JAIL,1993,216.0
06065004,05CNT03303306400,RIVERSIDE COUNTY JAIL,1993,62.0
06065004,05CNT03303306500,,1970,80.0
06065004,05CNT03303309000,RIVERSIDE COUNTY,1993,
06067002,05CNT03403406000,,2018,5059.0
06067002,05CNT03403406100,SACRAMENTO COUNTY MAIN JAIL,1993,1572.0
06067002,05CNT03403406200,SACRAMENTO COUNTY RIO COSUMNES,1993,1197.0
06067002,05CNT03403406300,SACRAMENTO COUNTY WORK,1991,244.0
06067002,05CNT03403409000,SACRAMENTO COUNTY,1993,
06069001,05CNT03503506000,SAN BENITO COUNTY,2004,125.0
06069001,05CNT03503506100,,2018,142.0
06071004,05CNT03603606000,,2018,7630.0
06071004,05CNT03603606100,SAN BERNARDINO COUNTY CENTRAL,1991,703.0
06071004,05CNT03603606200,SAN BERNARDINO COUNTY GLEN HELEN,1993,928.0
06071004,05CNT03603606300,SAN BERNARDINO COUNTY,1993,1781.0
06071004,05CNT03603609000,SAN BERNARDINO COUNTY,1993,
06073002,05CNT03703706000,,2018,5695.0
06073002,05CNT03703706010,Correctional Alternatives Inc.,2013,483.0
06073002,05CNT03703706020,SAN DIEGO CO. BARRETT HONOR CAMP,1993,144.0
06073002,05CNT03703706030,SAN DIEGO COUNTY DESCANSO,1993,225.0
06073002,05CNT03703706040,SAN DIEGO CO CAMP MORENA,1991,80.0
06073002,05CNT03703706050,SAN DIEGO COUNTY LA CIMA,1991,80.0
06073002,05CNT03703706060,,1983,128.0
06073002,05CNT03703706090,San Diego County West Fork,1993,139.0
06073002,05CNT03703706100,SAN DIEGO CENTRAL DET FAC,1993,730.0
06073002,05CNT03703706110,1E+32,1993,64.0
06073002,05CNT03703706120,PACIFIC WORK FURLOUGH,1993,120.0
06073002,05CNT03703706200,SAN DIEGO CO LAS COLINAS WOMENS,1993,288.0
06073002,05CNT03703706300,SAN DIEGO COUNTY VISTA,1993,517.0
06073002,05CNT03703706400,SAN DIEGO COUNTY SOUTH BAY,1993,192.0
06073002,05CNT03703706500,,1978,85.0
06073002,05CNT03703706600,SAN DIEGO COUNTY EL CAJON,1991,120.0
06073002,05CNT03703706700,SAN DIEGO CO LAS COLINAS MENS,1991,273.0
06073002,05CNT03703706800,SAN DIEGO EAST MESA MEDIUM,1993,296.0
06073002,05CNT03703706900,SAN DIEGO COUNTY GEORGE F.,1993,832.0
06073002,05CNT03703709000,SAN DIEGO COUNTY,1993,
06077001,05CNT03903806000,,2018,1550.0
06077001,05CNT03903806100,SAN JOAQUIN CO MENS JAIL,1991,356.0
06077001,05CNT03903806200,SAN JOAQUIN CO WOMENS JAIL,1991,64.0
06077001,05CNT03903806300,SAN JOAQUIN CO. HONOR FARM,1993,292.0
06077001,05CNT03903806400,SAN JOAQUIN CO. CUSTODY DIVISION,1993,747.0
06077001,05CNT03903809000,SAN JOAQUIN COUNTY,1993,
06079001,05CNT04003906000,SAN LUIS OBISPO COUNTY,2006,518.0
06079001,05CNT04003906100,,2018,909.0
06079001,05CNT04003906200,,1970,76.0
06079001,05CNT04003906300,,1970,40.0
06081001,05CNT04104006000,,2018,1360.0
06081001,05CNT04104006100,SAN MATEO CO MAIN JAIL,1993,389.0
06081001,05CNT04104006200,,1970,133.0
06081001,05CNT04104006300,SAN MATEO COUNTY MENS,1993,120.0
06081001,05CNT04104006400,SAN MATEO CO WK FURL FAC,1993,120.0
06081001,05CNT04104006500,SAN MATEO WOMENS,1993,83.0
06081001,05CNT04104006600,SAN MATEO COUNTY MEDIUM,1993,48.0
06081001,05CNT04104006700,SAN MATEO CO NO CO CORR FAC,1991,17.0
06081001,05CNT04104006800,SAN MATEO CO MAGUIRE FACILITY,1993,235.0
06081001,05CNT04104009000,SAN MATEO COUNTY,1993,
06083004,05CNT04204106000,,2018,847.0
06083004,05CNT04204106200,SANTA BARBARA COUNTY,1993,529.0
06083004,05CNT04204106300,SANTA BARBARA CO HONOR FARM,1993,86.0
06083004,05CNT04204106400,1E+32,1993,32.0
06083004,05CNT04204106500,WOMEN'S HONOR FARM,1993,36.0
06083004,05CNT04204109000,SANTA BARBARA COUNTY,1993,
06085002,05CNT04304206000,,2018,4287.0
06085002,05CNT04304206100,santa c;ara cp main jail &,1993,1212.0
06085002,05CNT04304206110,ELMWOOD JAIL COMPLEX,1988,40.0
06085002,05CNT04304206120,SANTA CLARA CO MOUNTAIN VIEW WORK FURL CENTER,2007,320.0
06085002,05CNT04304206200,SANTA CLARA CO ELMWOOD JAIL,1993,845.0
06085002,05CNT04304206300,SANTA CLARA CO NORTH COUNTY,1993,50.0
06085002,05CNT04304206400,SANTA CLARA CO WOMENS,1993,546.0
06085002,05CNT04304206500,SANTA CLARA COUNTY JAIL ELMWOOD,1993,1130.0
06085002,05CNT04304206600,ELMWOOD JAIL COMPLEX,1988,240.0
06085002,05CNT04304206700,SANTA CLARA COUNTY WOMEN'S RESIDENTIAL CENTER,2006,
06085002,05CNT04304206800,,1983,86.0
06085002,05CNT04304206900,ELMWOOD JAIL COMPLEX,1988,140.0
06085002,05CNT04304209000,SANTA CLARA COUNTY,1993,
06087001,05CNT04404306000,,2018,447.0
06087001,05CNT04404306100,SANTA CRUZ COUNTY JAIL,1993,249.0
06087001,05CNT04404306200,SANTA CRUZ COUNTY,1993,178.0
06087001,05CNT04404306300,,1983,92.0
06087001,05CNT04404306400,SANTA CRUZ COUNTY BLAINE ST. FAC,1993,32.0
06087001,05CNT04404309000,SANTA CRUZ COUNTY,1993,
06089001,05CNT04504406000,,2018,381.0
06089001,05CNT04504406100,SHASTA COUNTY MAIN JAIL,1993,381.0
06089001,05CNT04504406200,SHASTA CO CRYSTAL CREEK CENTER,1991,80.0
06089001,05CNT04504406300,SHASTA COUNTY DETENTION ANNEX,1993,66.0
06089001,05CNT04504409000,SHASTA COUNTY,1993,
06091001,05CNT04604506100,Sierra County Sheriffs Office,2015,14.0
06093002,05CNT04704606000,SISKIYOU COUNTY JAIL,2006,107.0
06093002,05CNT04704606100,,2018,104.0
06095001,05CNT04804706000,,2018,1435.0
06095001,05CNT04804706300,SOLANO COUNTY JAIL,1993,502.0
06095001,05CNT04804706400,SOLANO COUNTY VALLEJO,1991,54.0
06095001,05CNT04804706500,,1978,126.0
06095001,05CNT04804706600,SOLANO COUNTY DETENTION FACILITY,1993,284.0
06095001,05CNT04804706700,SOLANO COUNTY JAIL,1991,502.0
06095001,05CNT04804709000,SOLANO COUNTY,1993,
06097001,05CNT04904806000,,2018,1473.0
06097001,05CNT04904806100,SONOMA CO MAIN JAIL,1993,350.0
06097001,05CNT04904806200,SONOMA COUNTY NORTH,1993,543.0
06097001,05CNT04904806300,,1970,278.0
06097001,05CNT04904806400,,1970,278.0
06097001,05CNT04904809000,SONOMA COUNTY,1993,
06099001,05CNT05004906000,,2018,1196.0
06099001,05CNT05004906100,STANISLAUS COUNTY JAIL,1993,333.0
06099001,05CNT05004906200,STANISLAUS COUNTY HONOR FARM,1993,306.0
06099001,05CNT05004906300,stanislaus co public safety ctr,1993,294.0
06099001,05CNT05004909000,STANISLAUS COUNTY,1993,
06101001,05CNT05105006000,SUTTER COUNTY,1998,293.0
06101001,05CNT05105006100,,2018,358.0
06103001,05CNT05205106000,TEHAMA COUNTY JAIL,2006,198.0
06103001,05CNT05205106100,,2018,227.0
06105001,05CNT05305206000,,1992,30.0
06105001,05CNT05305206100,,2018,52.0
06107001,05CNT05405306000,,2018,1760.0
06107001,05CNT05405306100,TULARE COUNTY MAIN JAIL,1993,264.0
06107001,05CNT05405306200,TULARE CO CORRECTIONAL CENTER,1993,332.0
06107001,05CNT05405306300,BOB WILEY DETENTION FACILITY,1993,584.0
06107001,05CNT05405309000,TULARE COUNTY,1993,
06109001,05CNT05505406000,TUOLUMNE COUNTY JAIL,2006,153.0
06109001,05CNT05505406100,,2018,147.0
06111005,05CNT05605506000,,2018,1606.0
06111005,05CNT05605506010,Ventura County Probation Agency,2015,0.0
06111005,05CNT05605506100,VENTURA COUNTY JAIL,1993,412.0
06111005,05CNT05605506200,VENTURA COUNTY HONOR FARM,1993,248.0
06111005,05CNT05605506300,VENTURA COUNTY EAST VALLEY,1993,20.0
06111005,05CNT05605506400,VENTURA CO ROSE VALLEY WORK CAMP,1991,90.0
06111005,05CNT05605506500,,1978,85.0
06111005,05CNT05605506600,,1970,20.0
06111005,05CNT05605509000,VENTURA COUNTY,1993,
06113001,05CNT05705606000,,2018,452.0
06113001,05CNT05705606100,YOLO COUNTY MAIN JAIL,1988,101.0
06113001,05CNT05705606200,YOLO COUNTY BRANCH JAIL,1988,75.0
06113001,05CNT05705606300,YOLO COUNTY DETENTION FACILITY,1993,313.0
06115001,05CNT05805706000,YUBA COUNTY JAIL,2006,425.0
06115001,05CNT05805706100,,2018,426.0
06037016,05FED01966607010,METRO DETENTION CENTER,2006,
06037016,05FED01966608010,METROPOLITAN  DETENTION CENTER,1993,726.0
06073003,05FED03766607380,METRO CORRECTIONAL CTR,2006,
06073003,05FED03766608380,METRO CORRECTIONAL  CENTER,1993,671.0
06001003,05MUN00100906000,ALAMEDA COUNTY,1998,218.0
06001003,05MUN00100906100,OAKLAND CITY POLICE DEPARTMENT JAIL,1999,218.0
06001001,05MUN00101206100,,1970,24.0
06007001,05MUN00400206100,,1970,16.0
06013001,05MUN00700406100,,1970,15.0
06019001,05MUN01000106100,,1970,20.0
06019002,05MUN01000906100,,1970,14.0
06019003,05MUN01001306100,,1970,12.0
06019004,05MUN01001506100,,1970,12.0
06025001,05MUN01300106100,,1978,12.0
06025001,05MUN01300106200,,1983,7.0
06025002,05MUN01300206100,,1970,22.0
06025003,05MUN01300406100,,1970,60.0
06025004,05MUN01300506100,,1970,10.0
06027001,05MUN01400106100,,1970,12.0
06029001,05MUN01500206100,,1970,20.0
06029003,05MUN01570106100,,1978,14.0
06037001,05MUN01900706100,,1970,32.0
06037010,05MUN01900806100,CITY JAIL,1993,44.0
06037002,05MUN01901206100,,1978,30.0
06037012,05MUN01901706100,,2018,96.0
06037020,05MUN01901806100,GLENDORA CITY JAIL,2006,
06037021,05MUN01901906000,HAWTHORNE CITY JAIL,2002,28.0
06037003,05MUN01902206100,,1970,79.0
06037013,05MUN01902606000,,1992,202.0
06037013,05MUN01902606010,,2018,202.0
06037013,05MUN01902606100,,1978,202.0
06037013,05MUN01902606200,,1970,108.0
06037023,05MUN01903306100,MONTEREY PARK POLICE DEPARTMENT,2016,24.0
06037004,05MUN01903506000,,1985,53.0
06037004,05MUN01903506100,,1983,47.0
06037005,05MUN01903606100,,1978,55.0
06037006,05MUN01903706100,,1970,41.0
06037007,05MUN01903806100,,1970,50.0
06037008,05MUN01904306100,,1978,10.0
06037009,05MUN01904406100,,1970,40.0
06037011,05MUN01904606100,CITY JAIL,1988,50.0
06037015,05MUN01904906100,WHITTIER POLICE DEPARTMENT,2017,31.0
06045001,05MUN02300306100,,1978,15.0
06047001,05MUN02400506100,LOS BANOS CITY JAIL,1999,20.0
06053001,05MUN02700806100,,1970,77.0
06059005,05MUN03000106100,Anaheim Police Department,2014,144.0
06059001,05MUN03000306100,,1970,18.0
06059007,05MUN03000406100,COSTA MESA CITY JAIL,1999,32.0
06059002,05MUN03000706100,,1970,25.0
06059003,05MUN03001206100,,1983,34.0
06059006,05MUN03001506100,CITY JAIL,1988,10.0
06059010,05MUN03001606100,,2018,503.0
06059009,05MUN03001706100,,2018,30.0
06059004,05MUN03050406100,,1970,50.0
06065001,05MUN03300706100,,1970,7.0
06065002,05MUN03300806100,,1983,14.0
06065003,05MUN03301106000,,1987,12.0
06065003,05MUN03301106100,CITY JAIL,1988,12.0
06067001,05MUN03400506100,,1970,64.0
06071001,05MUN03600406100,,1970,12.0
06071002,05MUN03600606100,,1970,25.0
06071003,05MUN03600806100,,1970,14.0
06073001,05MUN03701006000,SAN DIEGO CITY,1997,200.0
06073001,05MUN03701006100,SAN DIEGO CITY  JAIL,1993,200.0
06075001,05MUN03800106000,,2018,1562.0
06075001,05MUN03800106100,SAN FRANCISCO JAIL NO 1,1993,426.0
06075001,05MUN03800106200,SAN FRANCISCO JAIL NO 3,1993,554.0
06075001,05MUN03800106300,SAN FRANCISCO JAIL NO 2,1993,372.0
06075001,05MUN03800106400,SAN FRANCISCO JAIL NO 4,1993,60.0
06075001,05MUN03800106500,SAN FRANCISCO JAIL HOSPITAL,1993,22.0
06075001,05MUN03800106600,SAN FRANCISCO JAIL #7,1993,300.0
06075001,05MUN03800106800,,1970,424.0
06075001,05MUN03800109000,SAN FRANCISCO CITY/COUNTY,1993,
06083003,05MUN04200206100,CITY JAIL,1988,16.0
06083001,05MUN04200306100,,1970,72.0
06083002,05MUN04200406100,,1970,52.0
06085001,05MUN04300406100,,1970,22.0
06093001,05MUN04700206100,,1970,7.0
06111001,05MUN05600206100,,1970,6.0
06111002,05MUN05600306100,,1970,98.0
06111004,05MUN05600406100,CITY JAIL,1988,12.0
06111003,05MUN05600506100,,1970,42.0
06037017,05PRV01900106100,,2018,44.0
06037018,05PRV01900506100,BALDWIN PARK CITY JAIL- CORRECT. SYSTEMS INC.,1999,28.0
